,Unnamed: 0,codigo,bairro,valor,condominio+iptu,area,banheiros,suites,garagem,portao eletronico,DCE,salas,total de uni.,varanda,piscinas,posicao,garagem.1,descricao da vaga,unidade por andar,sol da manha,playground,circuito de tv,quadra de esporte,jardins,elevador,academia,hall social,sauna,salao de festas,quartos,banheiros.1,suites.1,portaria permanente
762,762,135059,jardim camburi,695000.0,637.0,91.0,2.0,1.0,2.0,1,0,1,45,1,1, Frente,2, solidárias e cobertas ,5,1,0,1,0,1,1,0,1,1,1,3,2,1,1
130,130,82773,centro,270000.0,510.0,97.34,3.0,1.0,1.0,1,1,1,30,0,0, Lateral,1, coberta livre ,2,1,0,0,0,1,1,0,1,0,1,3,3,1,1
764,764,588232,praia do canto,695000.0,822.25,93.0,3.0,1.0,2.0,1,1,1,4,1,1, Frente,2, livres e cobertas + box ,0,0,1,1,1,1,1,1,1,1,1,3,3,1,1
105,105,571494,jardim camburi,264000.0,308.0,65.0,2.0,1.0,1.0,1,0,1,32,1,0, Fundo,1, coberta ,8,0,0,1,0,1,1,0,1,0,0,2,2,1,0
1352,282,646169,itapuã,350000.0,561.6,100.0,1.0,1.0,1.0,0,0,1,68,1,0, Lateral,1, vaga de estacionamento descoberta ,4,0,0,0,0,0,0,0,0,0,0,3,1,1,0
114,114,97067,jardim da penha,265000.0,386.44,65.0,1.0,,1.0,1,1,1,12,0,0, Fundo,1, privativa e coberta ,4,1,0,0,0,1,0,0,1,0,0,2,1,0,1
1427,357,546271,praia da costa,570000.0,1802.81,103.05,1.0,1.0,2.0,1,0,1,160,1,1, Fundo,2, privativa - nº 562 e 562 a ,8,0,1,1,1,1,1,1,1,1,1,3,1,1,1
29,29,647616,jardim camburi,210000.0,307.0,35.0,1.0,,1.0,1,0,1,160,1,1, Frente,1, livre e coberta ,20,0,0,1,0,1,1,1,1,1,1,1,1,0,1
381,381,597331,praia do canto,398000.0,503.5,75.0,1.0,1.0,1.0,1,1,1,21,1,1, Fundo,1, privativa / livre / coberta ,3,1,0,1,0,1,1,0,1,1,1,2,1,1,0
299,299,64199,jardim da penha,360000.0,551.16,80.0,1.0,,1.0,1,1,1,12,0,0, Frente,1, coberta - privativa e livre ,4,0,0,0,0,0,0,0,1,0,0,2,1,0,0
899,899,393368,jardim camburi,950000.0,490.0,197.0,3.0,1.0,2.0,0,1,1,20,1,1, Frente,2, privativas ,4,1,1,0,0,1,1,0,1,0,1,3,3,1,1
693,693,640530,bento ferreira,630000.0,1340.0,130.0,3.0,1.0,1.0,1,0,1,36,2,1, Fundo,1, privativa e coberta ,4,1,0,1,0,1,1,0,1,1,1,3,3,1,1
265,265,497720,jardim camburi,345000.0,348.0,65.0,1.0,1.0,1.0,1,0,1,54,1,0, Lateral,1, privativa ,6,1,0,1,0,1,1,0,1,0,1,2,1,1,1
748,748,656733,jardim camburi,680000.0,710.0,120.0,2.0,1.0,2.0,1,0,1,30,1,1, Frente,2, soltas e cobertas ,3,1,1,1,0,1,1,0,1,1,1,3,2,1,1
311,311,329838,mata da praia,368000.0,369.0,76.75,1.0,0.0,1.0,1,0,1,12,1,0, Frente,1," livre (solta) e coberta, privativa ",4,1,0,0,0,1,1,0,0,0,0,2,1,0,0
490,490,656661,jardim camburi,450000.0,380.0,85.0,1.0,1.0,2.0,1,0,1,40,2,1, Frente,2, privativas e solidárias ,5,0,1,1,0,1,1,0,1,1,1,3,1,1,0
800,800,119930,praia do canto,750000.0,745.4,110.0,1.0,1.0,2.0,1,1,1,33,2,1, Fundo,2," privativa, coberta e soltas. ",3,0,1,1,0,1,1,1,1,1,1,3,1,1,1
1463,393,539254,itapuã,734199.98,656.0,128.3,3.0,2.0,2.0,1,1,1,20,2,1, Frente,2, p14 e p14 a cobertas ,2,1,1,1,0,1,1,0,1,1,1,4,3,2,1
1514,444,545967,praia da costa,1252000.0,3243.86,213.37,1.0,3.0,2.0,0,1,3,64,1,1, Fundo,2, privativa e coberta - nº 16 e 17 térreo ,4,0,1,1,0,1,1,1,1,1,1,3,1,3,1
234,234,640428,jardim camburi,325000.0,404.95,78.0,1.0,1.0,1.0,0,0,1,60,1,0, Frente,1, coberta ,6,1,1,0,0,0,1,0,0,0,1,3,1,1,0
1286,216,652989,praia da costa,220000.0,445.0,105.0,2.0,,0.0,1,1,1,72,0,0, Frente,0, aluga uma no prédio por r$ 120/mês ,4,1,0,1,0,1,1,0,1,1,1,2,2,0,1
850,850,66648,jardim da penha,850000.0,1700.0,150.0,1.0,2.0,2.0,1,1,2,288,2,1, Frente,2, privativa ,24,1,1,1,1,1,1,1,0,1,1,4,1,2,1
1390,320,642642,praia da costa,420000.0,575.0,70.0,2.0,1.0,1.0,1,0,1,56,1,1, Lateral,1, privativa / coberta ,4,0,1,1,0,1,1,0,1,1,1,2,2,1,1
1407,337,517538,praia da costa,489000.0,534.55,110.0,1.0,1.0,2.0,1,0,1,32,1,0, Frente,2, soltas  e cobertas ,4,1,0,1,0,1,1,0,1,1,1,3,1,1,1
1095,25,599479,jacaraípe,120000.0,0.0,50.0,1.0,0.0,1.0,0,0,1,12,0,0, Frente,1, vaga de estacionamento ,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0
433,433,619429,jardim camburi,425000.0,490.0,87.0,1.0,1.0,2.0,0,0,1,54,2,1, Lateral,2, privativa / coberta ,6,1,0,1,0,0,1,0,0,1,1,3,1,1,1
333,333,651019,praia do canto,377000.0,929.7,85.0,2.0,0.0,1.0,1,0,1,48,0,0, Fundo,1, coberta ,4,0,0,0,0,1,1,0,1,0,0,2,2,0,1
149,149,665117,bento ferreira,280000.0,448.03,92.0,1.0,,1.0,1,1,1,32,0,0, Fundo,1," coberta, privativa e livre ",4,1,0,0,0,1,1,0,1,0,1,2,1,0,0
440,440,425806,jardim camburi,430000.0,380.0,75.0,1.0,1.0,1.0,1,0,1,12,1,0, Fundo,1, descoberta e privativa ,2,0,0,1,0,0,1,0,1,0,0,3,1,1,0
532,532,666664,praia do canto,480000.0,625.07,68.0,2.0,,1.0,1,0,1,36,1,0, Frente,1, privativa ,4,0,0,0,0,1,1,0,1,0,1,2,2,0,1
1468,398,551145,itapuã,750000.0,840.0,260.0,1.0,2.0,2.0,1,1,1,64,0,1, Frente,2," privativa, coberta e livre ",4,0,1,0,1,0,1,1,1,1,1,3,1,2,1
1347,277,576143,praia da costa,350000.0,425.0,73.0,3.0,1.0,1.0,1,1,1,40,1,0, Frente,1, coberta livre ,4,1,0,1,0,1,1,0,1,0,1,2,3,1,1
1302,232,665858,praia de itaparica,262000.0,250.0,53.08,1.0,,1.0,0,0,1,112,2,1, Fundo,1, privativa e coberta - nº 16 pilotis g2 ,8,1,1,1,0,1,1,1,0,1,1,2,1,0,1
1376,306,589002,praia da costa,390000.0,390.0,67.0,2.0,1.0,1.0,1,0,1,42,1,1, Frente,1, privativas/cobertas/ ,3,0,1,1,0,1,1,0,1,1,1,2,2,1,1
606,606,542005,barro vermelho,550000.0,619.2,126.0,1.0,1.0,1.0,1,1,1,12,1,0, Frente,1, privativa e coberta  ,2,1,0,1,0,1,1,0,1,0,1,4,1,1,0
575,575,666194,bento ferreira,520000.0,437.0,66.07,2.0,2.0,1.0,1,0,1,36,1,1, Frente,1, livre ,4,0,0,0,0,0,1,0,1,1,0,2,2,2,0
849,849,643093,mata da praia,840000.0,735.58,104.0,2.0,1.0,3.0,1,1,1,52,1,1, Frente,3, ,4,0,1,1,0,1,1,0,1,1,1,3,2,1,1
815,815,655128,praia do canto,775000.0,968.0,109.0,1.0,1.0,2.0,1,1,1,28,1,1, Frente,2," livres, privativas e cobertas ",2,0,0,1,0,1,1,1,1,1,1,3,1,1,1
1495,425,656549,praia da costa,900000.0,919.0,160.0,2.0,2.0,2.0,1,1,1,20,1,1, Frente,2, solta e demarcada ,2,1,0,0,0,0,0,0,1,1,1,3,2,2,0
1169,99,545155,castelândia,170000.0,230.0,75.0,1.0,0.0,1.0,1,0,1,8,0,0, Fundo,1," livre, descoberta e não demarcada ",2,1,1,0,0,0,0,0,0,0,0,3,1,0,0
1444,374,665133,praia da costa,650000.0,681.0,161.0,1.0,1.0,2.0,0,0,1,34,1,0, Frente,2, privativas; cobertas; solidárias ,2,1,0,1,0,1,1,0,1,1,1,3,1,1,1
1317,247,665654,praia de itaparica,298000.0,300.0,62.68,1.0,1.0,1.0,1,0,1,112,1,1, Fundo,1, privativa e coletiva - nº 21 g1 ,8,0,1,1,0,1,1,1,0,1,1,2,1,1,1
1098,28,631863,praia de bicanga,120000.0,178.33,43.0,1.0,0.0,1.0,1,0,1,0,0,1, Frente,1, livres ,0,1,1,0,0,1,0,0,0,0,1,2,1,0,1
910,910,342111,jardim camburi,985000.0,460.0,170.0,2.0,2.0,2.0,1,0,1,18,1,1, Frente,2, privativa ,2,1,0,1,0,1,1,0,1,0,1,2,2,2,0
1064,1064,620383,praia do canto,3400000.0,2610.0,348.0,5.0,2.0,3.0,1,1,2,13,1,1, Frente,3, rotativas ,1,1,0,1,0,1,1,0,1,1,1,4,5,2,0
767,767,578390,mata da praia,699000.0,1000.0,71.2,2.0,1.0,2.0,1,0,1,52,1,1, Lateral,2, privativa ,4,1,1,1,0,1,1,1,1,0,1,2,2,1,1
1467,397,547956,praia de itaparica,750000.0,0.0,100.0,3.0,1.0,2.0,1,0,1,72,1,1, Frente,2, privativa ,4,1,1,1,1,1,1,1,1,1,1,3,3,1,1
1447,377,542683,itapuã,680000.0,380.0,150.0,1.0,1.0,2.0,1,1,1,48,1,1, Lateral,2, cobertura ,4,1,1,1,0,1,1,0,1,1,1,4,1,1,1
30,30,580249,jardim da penha,210000.0,215.0,70.0,1.0,0.0,1.0,0,0,1,8,0,0, Frente,1," solta, privativa e coberta ",2,1,0,0,0,0,0,0,0,0,0,2,1,0,0
555,555,630237,santa lúcia,500000.0,1039.95,97.0,1.0,,2.0,1,0,1,51,1,0, Fundo,2, cobertas - privativas e presas ( nº 18 e 19) ,3,1,0,0,0,1,1,0,1,1,1,2,1,0,1
674,674,606495,mata da praia,610000.0,650.0,120.0,1.0,2.0,2.0,1,1,1,20,2,1, Fundo,2, solidárias e cobertas ,4,0,0,1,0,0,1,0,1,0,1,3,1,2,0
1258,188,642044,coqueiral de itaparica,140000.0,608.44,56.0,1.0,,1.0,1,0,1,8,0,0, Frente,1, coletiva ,2,1,1,1,1,1,0,1,1,1,1,2,1,0,1
215,215,434038,jardim da penha,320000.0,297.68,68.0,1.0,0.0,1.0,0,0,1,12,1,0, Frente,1, privativa e coberta ,4,0,0,0,0,1,0,0,1,0,0,2,1,0,0
373,373,529605,bento ferreira,395000.0,0.0,68.0,1.0,1.0,1.0,1,0,1,0,1,1, Frente,1, livre ,0,1,1,1,0,1,1,1,1,1,1,2,1,1,0
964,964,648115,praia do canto,1290000.0,1317.44,295.0,3.0,2.0,3.0,1,1,3,2,4,1, Frente,3," privativa, livre, coberta ",8,0,0,0,0,0,1,0,1,1,1,4,3,2,0
408,408,665729,mata da praia,410000.0,453.5,97.0,2.0,0.0,1.0,1,0,1,3,0,0, Frente,1, coberta cabem 2 carros ,1,0,0,1,1,1,0,0,0,0,0,3,2,0,1
236,236,506231,jardim camburi,325000.0,383.67,58.0,1.0,1.0,1.0,1,0,1,36,1,1, Frente,1, solidária e coberta ,6,1,0,1,0,1,1,0,1,1,1,2,1,1,1
783,783,605443,praia do canto,720000.0,902.6,150.0,3.0,1.0,1.0,1,1,2,24,1,1, Frente,1, livre ,2,0,1,1,1,1,1,1,1,0,1,4,3,1,1
1,1,604957,santa lúcia,150000.0,653.02,63.0,1.0,0.0,0.0,1,0,1,16,2,0, Fundo,0, ,4,0,0,0,0,0,0,0,0,0,0,2,1,0,1
695,695,99051,enseada do suá,630000.0,552.29,96.0,1.0,1.0,2.0,1,0,1,68,1,1, Frente,2, solidária ,4,1,1,1,1,0,1,1,1,1,1,3,1,1,1
670,670,647357,jardim camburi,600000.0,0.0,92.92,,,2.0,1,0,0,64,0,1, Frente,2, ,8,0,1,0,0,0,1,1,1,1,0,3,0,0,1
1059,1059,467396,jardim camburi,3196800.0,1598.0,313.85,5.0,4.0,3.0,1,1,2,60,2,1, Frente,3," 12, 12a e 13 térreo ",3,1,1,1,0,1,1,1,1,1,1,4,5,4,1
874,874,630935,enseada do suá,898000.0,1269.32,144.0,3.0,1.0,3.0,1,0,2,320,2,1, Frente,3, cobertas (1 solta e 2 solidárias) ,8,0,1,1,1,1,1,1,1,1,1,2,3,1,1
1356,286,662899,praia da costa,350000.0,300.0,58.86,1.0,1.0,1.0,1,0,1,112,2,1, Fundo,1, privativa coberta ,8,0,1,1,0,1,1,0,1,1,1,2,1,1,1
272,272,565802,santa terezinha,350000.0,498.56,64.0,1.0,1.0,2.0,1,0,1,56,1,1, Frente,2, privativas e cobertas ,8,0,0,1,0,1,1,0,1,0,1,2,1,1,1
1481,411,643512,praia da costa,790000.0,848.0,272.56,4.0,2.0,2.0,0,0,1,20,2,0, Frente,2, presa - nº 202 ,2,1,0,0,0,0,1,0,0,0,1,4,4,2,0
600,600,658972,barro vermelho,545000.0,497.0,105.0,1.0,,1.0,1,0,1,64,0,0, Frente,1," privativa, livre, coberta ",4,1,1,1,0,1,1,1,1,0,1,3,1,0,1
640,640,475172,jardim camburi,579000.0,550.0,90.89,2.0,1.0,2.0,1,0,1,28,1,1, Frente,2, privativa e coberta ,4,0,0,1,0,0,1,0,1,0,1,3,2,1,1
76,76,597656,parque moscoso,250000.0,425.0,130.0,2.0,1.0,1.0,1,0,1,34,0,0, Frente,1, coletiva ,2,1,0,1,0,0,0,0,1,0,0,3,2,1,0
524,524,456139,praia de santa helena,480000.0,531.0,117.22,3.0,1.0,2.0,1,1,1,16,1,0, Frente,2," privativas, livres e cobertas ",2,1,0,1,0,1,1,0,1,1,1,3,3,1,0
518,518,666145,enseada do suá,475000.0,736.31,100.0,1.0,1.0,1.0,0,0,1,34,1,0, Fundo,1, livre ,4,0,1,0,0,0,1,0,0,0,1,3,1,1,1
1316,246,657099,praia da costa,295000.0,865.0,77.0,1.0,1.0,1.0,1,0,1,48,1,1, Frente,1, privativa coberta ,6,0,0,1,0,1,1,0,1,1,1,2,1,1,0
80,80,375636,jardim camburi,250000.0,413.0,55.0,1.0,,1.0,1,0,1,54,0,0, Frente,1," solta, descoberta com projeto de cobertura aprovado pelo condomínio  ",6,0,0,1,0,1,1,0,1,0,1,2,1,0,1
369,369,660286,jardim da penha,390000.0,326.2,75.29,2.0,1.0,1.0,1,0,1,40,2,0, Fundo,1," privativa, livre ",8,0,0,1,0,1,1,0,1,0,1,2,2,1,0
1096,26,599473,jacaraípe,120000.0,50.0,50.0,1.0,0.0,1.0,1,0,1,12,0,0, Frente,1, vaga de estacionamento ,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1052,1052,581889,mata da praia,2780000.0,1520.51,260.0,1.0,4.0,3.0,1,1,2,0,1,1, Frente,3, privativa ,0,1,1,1,1,1,1,1,1,1,1,4,1,4,1
1445,375,307934,praia da costa,651000.0,1463.19,100.0,1.0,1.0,2.0,1,1,1,72,1,0, Frente,2, privativa e coberta ,6,1,1,1,1,1,1,1,1,1,1,3,1,1,1
267,267,361652,jardim camburi,349000.0,348.61,78.0,1.0,1.0,1.0,1,0,1,54,1,0, Frente,1, livre / coberta ,6,1,1,1,0,1,1,0,1,0,1,3,1,1,1
727,727,661547,enseada do suá,650000.0,736.06,108.0,3.0,2.0,3.0,1,0,1,192,2,1, Frente,3," cobertas, privativas e solidarias ",4,1,1,1,1,1,1,1,1,1,0,3,3,2,1
1250,180,596232,morada de laranjeiras,360000.0,500.0,80.0,1.0,1.0,2.0,0,0,1,44,1,0, Frente,2, privativas ,4,0,0,0,0,0,1,0,0,0,1,3,1,1,1
891,891,649273,praia do canto,900000.0,2067.9,108.0,1.0,1.0,2.0,1,0,1,24,2,1, Frente,2, coletiva ,2,1,0,0,0,1,1,1,1,0,1,3,1,1,1
47,47,657604,mata da praia,227000.0,238.04,50.0,1.0,,1.0,0,0,1,30,0,0, Frente,1, ,10,1,0,0,0,1,0,0,0,0,0,2,1,0,0
1411,341,654899,itapuã,500000.0,0.0,85.67,3.0,1.0,2.0,1,0,0,52,0,1, Outros,2, 02 vagas de garagem soltas no subsolo ,4,1,1,1,0,0,0,1,1,1,1,3,3,1,1
302,302,652301,jardim camburi,360000.0,313.0,68.0,2.0,1.0,1.0,0,0,1,28,1,0, Frente,1, livre e coberta  ,4,1,0,1,0,1,0,0,0,0,0,2,2,1,0
689,689,486868,santa luíza,628200.0,702.0,66.02,1.0,1.0,2.0,1,0,1,95,1,1, Frente,2, privativas e cobertas ,5,1,1,1,0,1,1,1,1,1,1,2,1,1,1
121,121,654837,jardim da penha,269000.0,310.73,60.0,1.0,2.0,1.0,1,0,1,12,0,0, Frente,1, privativa coberta livre  ,4,0,0,0,0,0,0,0,1,0,0,2,1,2,0
1470,400,634846,praia de itaparica,750000.0,1635.81,158.0,1.0,1.0,3.0,0,0,1,56,2,0, Frente,3, privativa e coberta ,4,0,0,0,0,0,0,0,0,0,0,4,1,1,0
961,961,627557,bento ferreira,1270000.0,704.62,150.0,4.0,2.0,3.0,1,1,1,64,1,1, Frente,3, todas cobertas ,4,1,1,1,1,1,1,1,1,1,1,4,4,2,1
1245,175,649831,hélio ferraz,305000.0,390.0,78.0,2.0,1.0,1.0,0,0,1,20,1,1, Frente,1, privativa ,4,1,1,1,1,1,1,1,1,1,1,3,2,1,1
455,455,550944,praia do canto,440000.0,569.0,90.0,2.0,1.0,1.0,0,1,1,16,1,0, Frente,1, privativa ,4,0,0,0,0,1,0,0,0,0,0,2,2,1,0
1473,403,532761,itapuã,750000.0,1243.06,281.58,2.0,2.0,2.0,1,1,1,55,1,0, Lateral,2, privativa e coberta ,5,1,1,1,0,0,1,0,1,1,1,4,2,2,1
462,462,645687,jardim da penha,445000.0,353.15,62.0,1.0,1.0,1.0,1,0,1,30,1,1, Frente,1, coberta ,6,0,0,1,0,1,1,0,1,0,1,2,1,1,0
233,233,509392,jardim camburi,325000.0,800.0,59.75,2.0,1.0,1.0,0,0,1,24,1,0, Fundo,1, privativa e coberta ,6,1,0,0,0,1,1,0,1,0,1,2,2,1,1
343,343,640729,jardim da penha,380000.0,490.41,85.0,1.0,,1.0,1,1,1,4,0,0, Frente,1, estacionamento rotativa - coberta e presa ,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0
873,873,120069,jardim camburi,895000.0,569.29,118.21,3.0,1.0,2.0,1,1,1,16,1,1, Frente,2, soltas e cobertas ,2,1,0,1,0,1,1,0,1,1,1,4,3,1,0
466,466,599051,praia do canto,450000.0,415.0,80.0,1.0,,1.0,1,1,1,36,0,0, Fundo,1, privativa ,4,1,0,0,0,1,1,0,1,0,0,2,1,0,1
1330,260,665684,praia de itaparica,312000.0,300.0,62.68,1.0,1.0,1.0,1,0,1,112,1,1, Lateral,1, privativa e coberta -  nº 20 g1 ,8,0,1,1,0,1,1,1,0,1,1,2,1,1,1
1454,384,648053,praia da costa,695500.0,1971.13,107.0,1.0,1.0,2.0,1,1,1,64,1,1, Fundo,2, privativa e coberta - nº 7 e 8 pav g ,4,1,1,1,0,1,1,1,1,1,1,3,1,1,1
263,263,618357,jardim camburi,345000.0,435.9,68.0,1.0,1.0,1.0,1,0,1,12,1,0, Fundo,1, privativa / livre / coberta ,2,1,0,0,0,0,1,0,1,0,1,2,1,1,0
1508,438,648208,praia da costa,1080000.0,2901.21,194.26,2.0,2.0,2.0,1,1,2,72,2,1, Frente,2, privativa e coberta ,6,1,1,1,1,1,1,1,1,1,1,4,2,2,1
676,676,597465,jardim camburi,610621.0,0.0,100.12,1.0,1.0,2.0,0,0,1,20,1,1, Frente,2, ,4,0,0,0,0,0,1,1,0,1,1,3,1,1,1
191,191,625795,jardim da penha,300000.0,373.0,70.0,1.0,0.0,1.0,0,0,1,12,0,0, Fundo,1, privativa e coberta ,4,1,0,1,0,1,0,0,1,0,0,2,1,0,1
1082,12,647614,colina de laranjeiras,105000.0,305.0,45.0,1.0,,1.0,0,0,1,96,0,0, Frente,1, estacionamento ,4,1,0,1,0,0,0,0,0,0,0,2,1,0,0
894,894,597463,jardim camburi,926386.0,0.0,245.95,1.0,1.0,2.0,0,0,1,20,1,1, Frente,2, ,4,0,0,0,0,0,1,1,0,0,1,3,1,1,1
167,167,655830,centro,290000.0,995.0,144.8,2.0,0.0,1.0,0,1,1,18,1,0, Frente,1," coberta, com porteiro manobrista ",2,1,0,0,0,0,1,0,1,0,0,3,2,0,1
1382,312,594898,itapuã,400000.0,615.0,151.5,3.0,1.0,1.0,0,0,1,24,1,0, Fundo,1, privativa e coberta ,2,0,0,1,0,0,1,0,1,0,1,3,3,1,1
932,932,553463,jardim da penha,1100000.0,916.85,310.0,4.0,2.0,3.0,1,1,2,14,2,1, Frente,3, livres ,4,1,0,1,0,1,1,0,1,0,1,4,4,2,1
1266,196,611143,coqueiral de itaparica,165000.0,730.0,51.91,1.0,0.0,1.0,0,0,1,12,0,0, Lateral,1, livre e descoberta ,3,1,1,1,1,1,0,1,0,1,0,2,1,0,1
926,926,567168,praia do canto,1050000.0,1450.93,140.0,4.0,1.0,2.0,1,1,1,18,1,1, Frente,2, livres e demarcadas no térreo ,2,0,1,1,0,1,1,0,1,1,1,4,4,1,1
477,477,345869,jardim da penha,450000.0,437.52,87.0,2.0,1.0,1.0,1,0,1,30,1,1, Fundo,1," descoberta, privativa e livre ",6,0,1,1,0,0,1,0,1,0,0,3,2,1,0
282,282,651540,mata da praia,350000.0,413.0,90.0,2.0,,1.0,0,0,1,36,0,0, Frente,1, vaga livre coberta  ,2,0,0,0,0,1,0,0,0,0,0,3,2,0,0
353,353,632277,jardim camburi,385000.0,0.0,68.0,1.0,1.0,1.0,1,0,1,42,1,0, Frente,1, coberta ,6,1,0,1,0,1,1,0,1,1,1,2,1,1,0
914,914,563523,praia do canto,989000.0,1457.12,190.0,1.0,1.0,2.0,1,0,2,22,1,1, Frente,2, privativa / soltas ,2,1,1,1,0,1,1,0,1,1,1,4,1,1,1
598,598,656534,praia do canto,545000.0,571.95,62.0,1.0,1.0,2.0,1,0,1,64,1,1, Lateral,2, privativa e coberta ,4,0,1,1,0,1,1,0,1,1,1,2,1,1,1
673,673,666477,praia do suá,600000.0,643.8,116.0,2.0,1.0,2.0,1,1,1,56,1,1, Frente,2," cobertas, privativas e livres ",4,1,1,1,0,0,1,1,1,0,1,3,2,1,1
929,929,655778,praia do canto,1080000.0,745.26,110.0,1.0,1.0,2.0,1,0,1,76,2,1, Fundo,2, privativas e cobertas ,4,0,1,1,1,1,1,1,1,1,1,3,1,1,1
1177,107,642141,morada de laranjeiras,180000.0,235.61,54.91,1.0,1.0,1.0,1,0,1,48,1,1, Frente,1, privativa descoberta  ,4,1,1,0,0,1,1,0,1,0,1,2,1,1,1
1078,8,627051,planalto de carapina,97000.0,240.0,45.0,1.0,0.0,1.0,0,0,1,12,0,0, Frente,1, estacionamento ,4,0,0,0,0,0,0,0,0,0,0,2,1,0,1
520,520,542497,santa lúcia,478000.0,551.68,64.0,1.0,1.0,2.0,1,0,1,40,1,1, Frente,2, privativa e coberta ,4,0,0,0,0,0,1,0,1,1,1,2,1,1,1
1348,278,629965,praia da costa,350000.0,464.54,100.84,1.0,1.0,1.0,1,0,1,12,2,0, Frente,1," livre, coberta e demarcada ",4,0,0,0,0,1,0,0,0,0,0,3,1,1,0
60,60,664648,santa terezinha,240000.0,391.5,52.0,1.0,,1.0,0,0,1,64,1,0, Fundo,1," livre, privativa e coberta ",8,0,0,1,0,1,1,0,0,0,0,2,1,0,0
194,194,651048,jardim da penha,300000.0,225.0,75.0,1.0,,1.0,0,0,1,16,0,0, Frente,1, privativa no ss do prédio ,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
338,338,559286,mata da praia,380000.0,320.0,100.0,1.0,0.0,1.0,1,1,1,8,0,0, Frente,1, livres ,2,0,1,1,0,0,0,0,0,0,0,3,1,0,1
200,200,519037,bento ferreira,315000.0,0.0,61.77,1.0,0.0,1.0,1,0,1,84,1,1, Frente,1, privativa ,6,1,1,1,0,1,1,0,1,1,1,2,1,0,0
1025,1025,10759,jardim da penha,1900000.0,1174.49,480.0,3.0,2.0,2.0,1,1,2,16,2,1, Frente,2, soltas ,4,0,1,1,0,1,1,0,0,1,1,4,3,2,0
559,559,643505,barro vermelho,500000.0,380.0,78.0,3.0,1.0,2.0,1,0,1,20,1,0, Lateral,2, soidárias le cobertas ,4,1,0,1,0,1,1,0,1,0,1,2,3,1,0
445,445,161724,praia do canto,430000.0,447.49,68.0,2.0,1.0,1.0,1,0,1,152,2,1, Fundo,1, livre ,8,0,0,1,0,1,1,1,1,1,1,2,2,1,1
1333,263,629741,itapuã,319000.0,515.0,65.0,1.0,1.0,1.0,1,0,1,27,1,0, Frente,1," privativa , descoberta ",3,0,0,1,0,0,1,0,0,1,1,2,1,1,0
1152,82,643361,jacaraípe,154900.0,300.0,48.4,,1.0,1.0,1,0,0,88,0,1, Frente,1, descoberta ,8,1,1,0,0,1,1,1,0,0,1,2,0,1,0
206,206,640249,santa cecília,315000.0,580.0,61.19,1.0,1.0,2.0,1,0,1,40,1,1, Frente,2, vagas nº 10 e 11 pilotis descobertas ,4,0,1,0,0,1,1,1,1,1,1,2,1,1,1
1522,452,512926,praia de itaparica,1900000.0,1200.0,250.06,3.0,2.0,3.0,1,1,2,39,2,1, Frente,3, privativas ,3,1,1,1,1,1,1,1,1,1,1,4,3,2,1
981,981,655483,praia do canto,1350000.0,1000.0,145.0,2.0,2.0,2.0,1,1,1,12,1,0, Frente,2, livres e cobertas ,1,1,1,1,0,1,1,1,1,0,1,4,2,2,1
962,962,639414,praia do canto,1270000.0,1009.69,140.41,4.0,2.0,2.0,1,1,1,42,2,1, Frente,2, solidária e cobertas + box ,3,0,1,1,1,1,1,0,1,1,1,4,4,2,1
473,473,615932,barro vermelho,450000.0,614.0,105.0,2.0,0.0,2.0,1,0,1,128,0,0, Fundo,2," livre, privativa e coberta. ",4,0,0,1,1,1,1,1,1,0,1,3,2,0,1
1185,115,596628,morada de laranjeiras,190000.0,220.0,70.0,1.0,1.0,1.0,0,0,1,96,1,1, Lateral,1, livre e descoberta ,8,0,1,1,0,1,1,1,0,1,1,2,1,1,1
1324,254,665745,praia de itaparica,300000.0,300.0,62.68,1.0,1.0,1.0,1,0,1,112,1,1, Lateral,1, privativa e coberta - nº 9 g1 ,8,0,1,1,0,1,1,1,0,1,1,2,1,1,1
1526,456,518370,praia de itaparica,3600000.0,2187.0,540.0,7.0,4.0,4.0,1,1,3,34,2,1, Frente,4, demarcadas e livres ,2,1,1,1,1,1,1,1,1,1,1,5,7,4,1
110,110,598946,jardim camburi,265000.0,319.66,55.0,1.0,,1.0,1,0,1,54,1,0, Frente,1, coberta- privativa e livre ,6,1,0,1,0,1,1,0,1,0,1,2,1,0,1
888,888,648708,praia do canto,900000.0,1200.0,142.0,1.0,1.0,2.0,0,0,1,22,1,0, Frente,2, livres ,2,0,0,0,0,0,1,0,1,0,1,4,1,1,1
397,397,536048,bento ferreira,410000.0,480.0,70.0,1.0,2.0,1.0,1,0,1,0,1,1, Fundo,1, privativa/coberta ,4,1,0,1,1,1,1,0,1,1,1,2,1,2,1
968,968,599026,barro vermelho,1300000.0,691.08,150.0,1.0,2.0,2.0,1,0,1,64,1,1, Fundo,2, privativas / soltas ,4,1,1,1,0,1,1,0,1,1,1,4,1,2,1
626,626,526278,santa lúcia,560000.0,730.0,230.0,1.0,3.0,1.0,1,1,1,48,0,0, Lateral,1, privativa ,4,0,1,1,1,0,1,1,1,0,0,4,1,3,1
